,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
934293,Rio de Janeiro,3304557.0,2020-11-13,202046,6747815.0,6718903.0,False,False,125463,1859.31298,2020-11-13,0.099,12419,253,city,RJ,551,0
934387,Rio de Janeiro,3304557.0,2020-11-14,202046,6747815.0,6718903.0,False,False,126423,1873.53981,2020-11-14,0.0989,12506,254,city,RJ,960,87
934481,Rio de Janeiro,3304557.0,2020-11-15,202047,6747815.0,6718903.0,False,False,126691,1877.51146,2020-11-15,0.0987,12510,255,city,RJ,268,4
934575,Rio de Janeiro,3304557.0,2020-11-16,202047,6747815.0,6718903.0,False,False,126824,1879.48247,2020-11-16,0.0987,12512,256,city,RJ,133,2
934669,Rio de Janeiro,3304557.0,2020-11-17,202047,6747815.0,6718903.0,False,False,127921,1895.73958,2020-11-17,0.0989,12653,257,city,RJ,1097,141
934763,Rio de Janeiro,3304557.0,2020-11-18,202047,6747815.0,6718903.0,False,False,128834,1909.26989,2020-11-18,0.0993,12793,258,city,RJ,913,140
934857,Rio de Janeiro,3304557.0,2020-11-19,202047,6747815.0,6718903.0,False,False,129631,1921.08112,2020-11-19,0.0991,12844,259,city,RJ,797,51
934951,Rio de Janeiro,3304557.0,2020-11-20,202047,6747815.0,6718903.0,False,False,130635,1935.96001,2020-11-20,0.0989,12923,260,city,RJ,1004,79
935045,Rio de Janeiro,3304557.0,2020-11-21,202047,6747815.0,6718903.0,False,False,130949,1940.61337,2020-11-21,0.0988,12935,261,city,RJ,314,12
935139,Rio de Janeiro,3304557.0,2020-11-22,202048,6747815.0,6718903.0,False,False,131241,1944.9407,2020-11-22,0.0986,12935,262,city,RJ,292,0
935233,Rio de Janeiro,3304557.0,2020-11-23,202048,6747815.0,6718903.0,False,False,131433,1947.78606,2020-11-23,0.0987,12979,263,city,RJ,192,44
935327,Rio de Janeiro,3304557.0,2020-11-24,202048,6747815.0,6718903.0,False,False,132349,1961.36083,2020-11-24,0.0987,13064,264,city,RJ,916,85
935421,Rio de Janeiro,3304557.0,2020-11-25,202048,6747815.0,6718903.0,False,False,133836,1983.39759,2020-11-25,0.098,13115,265,city,RJ,1487,51
935515,Rio de Janeiro,3304557.0,2020-11-26,202048,6747815.0,6718903.0,False,False,134674,1995.81642,2020-11-26,0.098,13192,266,city,RJ,838,77
935609,Rio de Janeiro,3304557.0,2020-11-27,202048,6747815.0,6718903.0,False,False,135093,2002.02584,2020-11-27,0.0979,13226,267,city,RJ,419,34
935703,Rio de Janeiro,3304557.0,2020-11-28,202048,6747815.0,6718903.0,False,False,137193,2033.14703,2020-11-28,0.0967,13261,268,city,RJ,2100,35
935797,Rio de Janeiro,3304557.0,2020-11-29,202049,6747815.0,6718903.0,False,False,137643,2039.81585,2020-11-29,0.0964,13267,269,city,RJ,450,6
935891,Rio de Janeiro,3304557.0,2020-11-30,202049,6747815.0,6718903.0,False,False,137860,2043.03171,2020-11-30,0.0964,13295,270,city,RJ,217,28
935985,Rio de Janeiro,3304557.0,2020-12-01,202049,6747815.0,6718903.0,False,False,139497,2067.29141,2020-12-01,0.0958,13358,271,city,RJ,1637,63
936079,Rio de Janeiro,3304557.0,2020-12-02,202049,6747815.0,6718903.0,False,False,140864,2087.54982,2020-12-02,0.0952,13405,272,city,RJ,1367,47
936173,Rio de Janeiro,3304557.0,2020-12-03,202049,6747815.0,6718903.0,False,False,142231,2107.80823,2020-12-03,0.0947,13465,273,city,RJ,1367,60
936267,Rio de Janeiro,3304557.0,2020-12-04,202049,6747815.0,6718903.0,False,False,143192,2122.04988,2020-12-04,0.0945,13532,274,city,RJ,961,67
936361,Rio de Janeiro,3304557.0,2020-12-05,202049,6747815.0,6718903.0,False,False,144199,2136.97323,2020-12-05,0.0941,13570,275,city,RJ,1007,38
936455,Rio de Janeiro,3304557.0,2020-12-06,202050,6747815.0,6718903.0,False,False,144493,2141.33019,2020-12-06,0.094,13581,276,city,RJ,294,11
936549,Rio de Janeiro,3304557.0,2020-12-07,202050,6747815.0,6718903.0,False,False,144641,2143.5235,2020-12-07,0.094,13594,277,city,RJ,148,13
936643,Rio de Janeiro,3304557.0,2020-12-08,202050,6747815.0,6718903.0,False,False,145763,2160.1511,2020-12-08,0.0938,13676,278,city,RJ,1122,82
936737,Rio de Janeiro,3304557.0,2020-12-09,202050,6747815.0,6718903.0,False,False,147217,2181.69882,2020-12-09,0.0935,13772,279,city,RJ,1454,96
936831,Rio de Janeiro,3304557.0,2020-12-10,202050,6747815.0,6718903.0,False,False,148684,2203.43919,2020-12-10,0.0931,13844,280,city,RJ,1467,72
936925,Rio de Janeiro,3304557.0,2020-12-11,202050,6747815.0,6718903.0,False,False,150072,2224.00881,2020-12-11,0.0925,13882,281,city,RJ,1388,38
937019,Rio de Janeiro,3304557.0,2020-12-12,202050,6747815.0,6718903.0,False,False,151210,2240.87353,2020-12-12,0.092,13918,282,city,RJ,1138,36
937113,Rio de Janeiro,3304557.0,2020-12-13,202051,6747815.0,6718903.0,False,False,151341,2242.8149,2020-12-13,0.092,13922,283,city,RJ,131,4
937207,Rio de Janeiro,3304557.0,2020-12-14,202051,6747815.0,6718903.0,False,False,151531,2245.63062,2020-12-14,0.0919,13923,284,city,RJ,190,1
937301,Rio de Janeiro,3304557.0,2020-12-15,202051,6747815.0,6718903.0,False,False,151893,2250.99532,2020-12-15,0.0923,14015,285,city,RJ,362,92
937395,Rio de Janeiro,3304557.0,2020-12-16,202051,6747815.0,6718903.0,False,False,153027,2267.80076,2020-12-16,0.0925,14151,286,city,RJ,1134,136
937489,Rio de Janeiro,3304557.0,2020-12-17,202051,6747815.0,6718903.0,False,False,154183,2284.93223,2020-12-17,0.0919,14177,287,city,RJ,1156,26
937583,Rio de Janeiro,3304557.0,2020-12-18,202051,6747815.0,6718903.0,False,False,155434,2303.47157,2020-12-18,0.0916,14237,288,city,RJ,1251,60
937677,Rio de Janeiro,3304557.0,2020-12-19,202051,6747815.0,6718903.0,False,False,156389,2317.6243,2020-12-19,0.0914,14293,289,city,RJ,955,56
937771,Rio de Janeiro,3304557.0,2020-12-20,202052,6747815.0,6718903.0,False,False,156583,2320.4993,2020-12-20,0.0913,14293,290,city,RJ,194,0
937865,Rio de Janeiro,3304557.0,2020-12-21,202052,6747815.0,6718903.0,False,False,156818,2323.98191,2020-12-21,0.0912,14296,291,city,RJ,235,3
937959,Rio de Janeiro,3304557.0,2020-12-22,202052,6747815.0,6718903.0,False,False,157693,2336.94907,2020-12-22,0.0912,14380,292,city,RJ,875,84
938053,Rio de Janeiro,3304557.0,2020-12-23,202052,6747815.0,6718903.0,False,False,158481,2348.62693,2020-12-23,0.0908,14397,293,city,RJ,788,17
938147,Rio de Janeiro,3304557.0,2020-12-24,202052,6747815.0,6718903.0,False,False,159865,2369.13727,2020-12-24,0.0906,14481,294,city,RJ,1384,84
938241,Rio de Janeiro,3304557.0,2020-12-25,202052,6747815.0,6718903.0,False,False,160369,2376.60635,2020-12-25,0.0906,14523,295,city,RJ,504,42
938335,Rio de Janeiro,3304557.0,2020-12-26,202052,6747815.0,6718903.0,False,False,160542,2379.17015,2020-12-26,0.0905,14526,296,city,RJ,173,3
938429,Rio de Janeiro,3304557.0,2020-12-27,202053,6747815.0,6718903.0,False,False,161003,2386.00199,2020-12-27,0.0903,14532,297,city,RJ,461,6
938523,Rio de Janeiro,3304557.0,2020-12-28,202053,6747815.0,6718903.0,False,False,161191,2388.78807,2020-12-28,0.0903,14548,298,city,RJ,188,16
938617,Rio de Janeiro,3304557.0,2020-12-29,202053,6747815.0,6718903.0,False,False,162772,2412.21788,2020-12-29,0.0899,14633,299,city,RJ,1581,85
938711,Rio de Janeiro,3304557.0,2020-12-30,202053,6747815.0,6718903.0,False,False,164782,2442.0053,2020-12-30,0.0895,14743,300,city,RJ,2010,110
938805,Rio de Janeiro,3304557.0,2020-12-31,202053,6747815.0,6718903.0,False,False,165079,2446.40673,2020-12-31,0.09,14860,301,city,RJ,297,117
938899,Rio de Janeiro,3304557.0,2021-01-01,202053,6747815.0,6718903.0,False,False,165158,2447.57748,2021-01-01,0.0902,14905,302,city,RJ,79,45
938993,Rio de Janeiro,3304557.0,2021-01-02,202053,6747815.0,6718903.0,False,False,165163,2447.65157,2021-01-02,0.0903,14906,303,city,RJ,5,1
939087,Rio de Janeiro,3304557.0,2021-01-03,202101,6747815.0,6718903.0,False,False,165189,2448.03688,2021-01-03,0.0903,14913,304,city,RJ,26,7
939181,Rio de Janeiro,3304557.0,2021-01-04,202101,6747815.0,6718903.0,False,False,167858,2487.59043,2021-01-04,0.0889,14915,305,city,RJ,2669,2
939275,Rio de Janeiro,3304557.0,2021-01-05,202101,6747815.0,6718903.0,False,False,169372,2510.02732,2021-01-05,0.089,15077,306,city,RJ,1514,162
939369,Rio de Janeiro,3304557.0,2021-01-06,202101,6747815.0,6718903.0,False,False,170636,2528.75931,2021-01-06,0.089,15180,307,city,RJ,1264,103
939463,Rio de Janeiro,3304557.0,2021-01-07,202101,6747815.0,6718903.0,False,False,171843,2546.64658,2021-01-07,0.0891,15312,308,city,RJ,1207,132
939557,Rio de Janeiro,3304557.0,2021-01-08,202101,6747815.0,6718903.0,False,False,172999,2563.77805,2021-01-08,0.0892,15423,309,city,RJ,1156,111
939651,Rio de Janeiro,3304557.0,2021-01-09,202101,6747815.0,6718903.0,False,False,173291,2568.10538,2021-01-09,0.0896,15527,310,city,RJ,292,104
939745,Rio de Janeiro,3304557.0,2021-01-10,202102,6747815.0,6718903.0,False,False,174154,2580.8947,2021-01-10,0.0892,15532,311,city,RJ,863,5
939839,Rio de Janeiro,3304557.0,2021-01-11,202102,6747815.0,6718903.0,False,False,174347,2583.75489,2021-01-11,0.0891,15533,312,city,RJ,193,1
939933,Rio de Janeiro,3304557.0,2021-01-12,202102,6747815.0,6718903.0,False,False,175452,2600.13056,2021-01-12,0.0893,15664,313,city,RJ,1105,131
940027,Rio de Janeiro,3304557.0,2021-01-13,202102,6747815.0,6718903.0,False,False,176421,2614.49076,2021-01-13,0.0895,15794,314,city,RJ,969,130
940121,Rio de Janeiro,3304557.0,2021-01-14,202102,6747815.0,6718903.0,False,True,176421,2614.49076,2021-01-13,0.0895,15794,315,city,RJ,0,0
940215,Rio de Janeiro,3304557.0,2021-01-15,202102,6747815.0,6718903.0,False,True,176421,2614.49076,2021-01-13,0.0895,15794,316,city,RJ,0,0
940309,Rio de Janeiro,3304557.0,2021-01-16,202102,6747815.0,6718903.0,False,False,179478,2659.79432,2021-01-16,0.0897,16101,317,city,RJ,3057,307
940403,Rio de Janeiro,3304557.0,2021-01-17,202103,6747815.0,6718903.0,False,False,179788,2664.3884,2021-01-17,0.0897,16119,318,city,RJ,310,18
940497,Rio de Janeiro,3304557.0,2021-01-18,202103,6747815.0,6718903.0,False,False,179955,2666.86327,2021-01-18,0.0896,16127,319,city,RJ,167,8
940591,Rio de Janeiro,3304557.0,2021-01-19,202103,6747815.0,6718903.0,False,False,180984,2682.11265,2021-01-19,0.0902,16320,320,city,RJ,1029,193
940685,Rio de Janeiro,3304557.0,2021-01-20,202103,6747815.0,6718903.0,False,False,182032,2697.64361,2021-01-20,0.0901,16399,321,city,RJ,1048,79
940779,Rio de Janeiro,3304557.0,2021-01-21,202103,6747815.0,6718903.0,False,False,182713,2707.73576,2021-01-21,0.0905,16543,322,city,RJ,681,144
940873,Rio de Janeiro,3304557.0,2021-01-22,202103,6747815.0,6718903.0,False,False,183195,2714.87882,2021-01-22,0.0907,16608,323,city,RJ,482,65
940967,Rio de Janeiro,3304557.0,2021-01-23,202103,6747815.0,6718903.0,False,False,184293,2731.15075,2021-01-23,0.0905,16685,324,city,RJ,1098,77
941061,Rio de Janeiro,3304557.0,2021-01-24,202104,6747815.0,6718903.0,False,False,184545,2734.88529,2021-01-24,0.0904,16687,325,city,RJ,252,2
941155,Rio de Janeiro,3304557.0,2021-01-25,202104,6747815.0,6718903.0,False,False,184676,2736.82666,2021-01-25,0.0905,16707,326,city,RJ,131,20
941249,Rio de Janeiro,3304557.0,2021-01-26,202104,6747815.0,6718903.0,False,False,185560,2749.9272,2021-01-26,0.0907,16838,327,city,RJ,884,131
941343,Rio de Janeiro,3304557.0,2021-01-27,202104,6747815.0,6718903.0,False,False,186345,2761.56059,2021-01-27,0.0908,16924,328,city,RJ,785,86
941437,Rio de Janeiro,3304557.0,2021-01-28,202104,6747815.0,6718903.0,False,False,187339,2776.29129,2021-01-28,0.0908,17017,329,city,RJ,994,93
941531,Rio de Janeiro,3304557.0,2021-01-29,202104,6747815.0,6718903.0,False,False,188127,2787.96914,2021-01-29,0.091,17114,330,city,RJ,788,97
941625,Rio de Janeiro,3304557.0,2021-01-30,202104,6747815.0,6718903.0,False,False,188833,2798.43179,2021-01-30,0.0912,17216,331,city,RJ,706,102
941719,Rio de Janeiro,3304557.0,2021-01-31,202105,6747815.0,6718903.0,False,False,188999,2800.89184,2021-01-31,0.0911,17221,332,city,RJ,166,5
941813,Rio de Janeiro,3304557.0,2021-02-01,202105,6747815.0,6718903.0,False,False,189110,2802.53682,2021-02-01,0.0912,17254,333,city,RJ,111,33
941907,Rio de Janeiro,3304557.0,2021-02-02,202105,6747815.0,6718903.0,False,False,189679,2810.96918,2021-02-02,0.0915,17352,334,city,RJ,569,98
942001,Rio de Janeiro,3304557.0,2021-02-03,202105,6747815.0,6718903.0,False,False,190327,2820.57229,2021-02-03,0.0916,17429,335,city,RJ,648,77
942095,Rio de Janeiro,3304557.0,2021-02-04,202105,6747815.0,6718903.0,False,False,191038,2831.10903,2021-02-04,0.0918,17535,336,city,RJ,711,106
942189,Rio de Janeiro,3304557.0,2021-02-05,202105,6747815.0,6718903.0,False,False,191524,2838.31136,2021-02-05,0.092,17627,337,city,RJ,486,92
942283,Rio de Janeiro,3304557.0,2021-02-06,202105,6747815.0,6718903.0,False,False,191991,2845.23212,2021-02-06,0.0919,17647,338,city,RJ,467,20
942377,Rio de Janeiro,3304557.0,2021-02-07,202106,6747815.0,6718903.0,False,False,192090,2846.69926,2021-02-07,0.0919,17648,339,city,RJ,99,1
942471,Rio de Janeiro,3304557.0,2021-02-08,202106,6747815.0,6718903.0,False,False,192227,2848.72955,2021-02-08,0.0918,17651,340,city,RJ,137,3
942565,Rio de Janeiro,3304557.0,2021-02-09,202106,6747815.0,6718903.0,False,False,193127,2862.0672,2021-02-09,0.0917,17701,341,city,RJ,900,50
942659,Rio de Janeiro,3304557.0,2021-02-10,202106,6747815.0,6718903.0,False,False,193768,2871.56657,2021-02-10,0.0917,17765,342,city,RJ,641,64
942753,Rio de Janeiro,3304557.0,2021-02-11,202106,6747815.0,6718903.0,False,False,194497,2882.37007,2021-02-11,0.092,17888,343,city,RJ,729,123
942847,Rio de Janeiro,3304557.0,2021-02-12,202106,6747815.0,6718903.0,False,False,195241,2893.39586,2021-02-12,0.0919,17938,344,city,RJ,744,50
942941,Rio de Janeiro,3304557.0,2021-02-13,202106,6747815.0,6718903.0,False,False,195308,2894.38878,2021-02-13,0.092,17967,345,city,RJ,67,29
943035,Rio de Janeiro,3304557.0,2021-02-14,202107,6747815.0,6718903.0,False,False,195383,2895.50025,2021-02-14,0.0921,17996,346,city,RJ,75,29
943129,Rio de Janeiro,3304557.0,2021-02-15,202107,6747815.0,6718903.0,False,False,195419,2896.03375,2021-02-15,0.0922,18016,347,city,RJ,36,20
943223,Rio de Janeiro,3304557.0,2021-02-16,202107,6747815.0,6718903.0,False,False,203011,3008.54425,2021-02-16,0.0893,18121,348,city,RJ,7592,105
943317,Rio de Janeiro,3304557.0,2021-02-17,202107,6747815.0,6718903.0,True,False,203133,3010.35224,2021-02-17,0.0895,18172,349,city,RJ,122,51
943411,Rio de Janeiro,3304557.0,2021-02-18,202107,6747815.0,6718903.0,False,True,203133,3010.35224,2021-02-17,0.0895,18172,350,city,RJ,0,0
